"fk_vtl_id","timestamp2unix","coordinate","vel_mph"
-22,1202495279,"(-122.0358,37.5612)",71
-22,1202495290,"(-122.0358,37.5611)",73
-22,1202495332,"(-122.0358,37.5612)",63
-22,1202495335,"(-122.0358,37.5611)",70
-22,1202495341,"(-122.0358,37.5612)",72
-22,1202495366,"(-122.0358,37.5611)",66
-22,1202495377,"(-122.0358,37.5611)",67
-22,1202495381,"(-122.0358,37.5611)",72
-22,1202495385,"(-122.0358,37.5611)",66
-22,1202495416,"(-122.0358,37.5611)",82
-22,1202495424,"(-122.0357,37.5612)",61
-22,1202495430,"(-122.0358,37.5611)",84
-22,1202495430,"(-122.0357,37.5612)",74
-22,1202495434,"(-122.0358,37.5611)",72
-22,1202495465,"(-122.0358,37.5611)",71
-22,1202495538,"(-122.0358,37.5611)",66
-22,1202495567,"(-122.0357,37.5612)",63
-22,1202495594,"(-122.0358,37.5612)",65
-22,1202495597,"(-122.0358,37.5612)",65
-22,1202495629,"(-122.0358,37.5611)",72
-22,1202495630,"(-122.0358,37.5611)",72
-22,1202495632,"(-122.0358,37.5611)",70
-22,1202495675,"(-122.0358,37.5612)",71
-22,1202495682,"(-122.0358,37.5611)",73
-22,1202495715,"(-122.0358,37.5612)",64
-22,1202495730,"(-122.0358,37.5612)",68
-22,1202495738,"(-122.0358,37.5611)",70
-22,1202495739,"(-122.0358,37.5612)",67
-22,1202495741,"(-122.0358,37.5612)",60
-22,1202495745,"(-122.0357,37.5612)",63
-22,1202495797,"(-122.0357,37.5612)",68
-22,1202495802,"(-122.0357,37.5612)",67
-22,1202495805,"(-122.0358,37.5612)",61
-22,1202495822,"(-122.0358,37.5612)",64
-22,1202495823,"(-122.0358,37.5611)",67
-22,1202495827,"(-122.0358,37.5612)",65
-22,1202495828,"(-122.0358,37.5612)",65
-22,1202495828,"(-122.0358,37.5611)",63
-22,1202495834,"(-122.0358,37.5611)",61
-22,1202495883,"(-122.0358,37.5611)",68
-22,1202495916,"(-122.0358,37.5611)",71
-22,1202495916,"(-122.0358,37.5611)",72
-22,1202495934,"(-122.0357,37.5612)",56
-22,1202495940,"(-122.0358,37.5612)",58
-22,1202495968,"(-122.0358,37.5612)",71
-22,1202495973,"(-122.0358,37.5611)",73
-22,1202495980,"(-122.0358,37.5611)",73
-22,1202495991,"(-122.0357,37.5612)",61
-22,1202496033,"(-122.0358,37.5611)",74
-22,1202496107,"(-122.0358,37.5611)",73
-22,1202496129,"(-122.0358,37.5611)",69
-22,1202496133,"(-122.0358,37.5612)",69
-22,1202496138,"(-122.0358,37.5611)",78
-22,1202496186,"(-122.0358,37.5611)",71
-22,1202496188,"(-122.0358,37.5612)",66
-22,1202496248,"(-122.0358,37.5612)",70
-22,1202496275,"(-122.0358,37.5611)",72
-22,1202496321,"(-122.0358,37.5611)",69
-22,1202496391,"(-122.0358,37.5611)",69
-22,1202496451,"(-122.0358,37.5611)",73
-22,1202496474,"(-122.0358,37.5611)",74
-22,1202496480,"(-122.0358,37.5611)",70
-22,1202496548,"(-122.0358,37.5611)",67
-22,1202496568,"(-122.0358,37.5611)",63
-22,1202496601,"(-122.0358,37.5611)",72
-22,1202496694,"(-122.0358,37.5612)",68
-22,1202496726,"(-122.0358,37.5612)",65
-22,1202496803,"(-122.0358,37.5611)",75
-22,1202496925,"(-122.0358,37.5612)",73
-22,1202496982,"(-122.0358,37.5611)",74
-22,1202497038,"(-122.0358,37.5611)",80
-22,1202497084,"(-122.0358,37.5611)",81
-22,1202497110,"(-122.0358,37.5611)",80
-22,1202497112,"(-122.0358,37.5611)",75
-22,1202497187,"(-122.0358,37.5611)",68
-22,1202497217,"(-122.0358,37.5611)",69
-22,1202497246,"(-122.0358,37.5611)",63
-22,1202497282,"(-122.0358,37.5612)",68
-22,1202497348,"(-122.0358,37.5612)",67
-22,1202497351,"(-122.0358,37.5612)",66
-22,1202497353,"(-122.0358,37.5612)",66
-22,1202497353,"(-122.0358,37.5612)",66
-22,1202497353,"(-122.0358,37.5611)",66
-22,1202497418,"(-122.0358,37.5611)",63
-22,1202497485,"(-122.0358,37.5611)",68
-22,1202497574,"(-122.0358,37.5612)",66
-22,1202497665,"(-122.0358,37.5612)",66
-22,1202497671,"(-122.0358,37.5611)",74
-22,1202497713,"(-122.0358,37.5611)",77
-22,1202497722,"(-122.0358,37.5612)",70
-22,1202497748,"(-122.0357,37.5612)",53
-22,1202497761,"(-122.0358,37.5611)",57
-22,1202497816,"(-122.0358,37.5612)",68
-22,1202497833,"(-122.0358,37.5612)",65
-22,1202497840,"(-122.0357,37.5612)",59
-22,1202497842,"(-122.0358,37.5611)",67
-22,1202497844,"(-122.0358,37.5612)",65
-22,1202497874,"(-122.0357,37.5612)",60
-22,1202497908,"(-122.0358,37.5611)",70
-22,1202497914,"(-122.0358,37.5611)",71
-22,1202497930,"(-122.0357,37.5612)",53
-22,1202497932,"(-122.0358,37.5611)",72
-22,1202497940,"(-122.0358,37.5611)",70
-22,1202497943,"(-122.0358,37.5611)",70
-22,1202497947,"(-122.0357,37.5612)",61
-22,1202497950,"(-122.0358,37.5611)",70
-22,1202497954,"(-122.0357,37.5612)",62
-22,1202497956,"(-122.0358,37.5612)",70
-22,1202497992,"(-122.0358,37.5611)",72
-22,1202498028,"(-122.0358,37.5612)",71
-22,1202498050,"(-122.0357,37.5612)",60
-22,1202498051,"(-122.0357,37.5612)",59
-22,1202498055,"(-122.0358,37.5611)",75
-22,1202498094,"(-122.0358,37.5611)",79
-22,1202498131,"(-122.0358,37.5611)",67
-22,1202498139,"(-122.0358,37.5612)",70
-22,1202498141,"(-122.0358,37.5611)",63
-22,1202498153,"(-122.0358,37.5611)",67
-22,1202498197,"(-122.0357,37.5612)",52
-22,1202498200,"(-122.0358,37.5612)",62
-22,1202498234,"(-122.0357,37.5612)",59
-22,1202498247,"(-122.0358,37.5612)",73
-22,1202498291,"(-122.0358,37.5611)",68
-22,1202498431,"(-122.0358,37.5611)",71
-22,1202498440,"(-122.0358,37.5611)",76
-22,1202498473,"(-122.0358,37.5611)",76
-22,1202498485,"(-122.0358,37.5611)",73
-22,1202498491,"(-122.0357,37.5612)",60
-22,1202498519,"(-122.0358,37.5611)",65
-22,1202498521,"(-122.0358,37.5611)",51
-22,1202498523,"(-122.0358,37.5611)",64
-22,1202498526,"(-122.0358,37.5612)",69
-22,1202498563,"(-122.0358,37.5611)",61
-22,1202498677,"(-122.0358,37.5611)",70
-22,1202498710,"(-122.0358,37.5611)",69
-22,1202498735,"(-122.0358,37.5611)",60
-22,1202498794,"(-122.0357,37.5612)",66
-22,1202498797,"(-122.0358,37.5612)",70
-22,1202498857,"(-122.0358,37.5611)",65
-22,1202498858,"(-122.0358,37.5611)",66
-22,1202498864,"(-122.0358,37.5611)",67
-22,1202498873,"(-122.0357,37.5612)",58
-22,1202498935,"(-122.0358,37.5612)",65
-22,1202498968,"(-122.0358,37.5612)",63
-22,1202498974,"(-122.0358,37.5612)",62
-22,1202499038,"(-122.0358,37.5612)",57
-22,1202499068,"(-122.0358,37.5611)",67
-22,1202499106,"(-122.0358,37.5612)",63
-22,1202499136,"(-122.0358,37.5612)",66
-22,1202499179,"(-122.0358,37.5611)",66
-22,1202499191,"(-122.0358,37.5612)",64
-22,1202499193,"(-122.0358,37.5611)",70
-22,1202499225,"(-122.0357,37.5612)",54
-22,1202499260,"(-122.0358,37.5611)",72
-22,1202499266,"(-122.0358,37.5611)",58
-22,1202499279,"(-122.0358,37.5611)",67
-22,1202499285,"(-122.0358,37.5611)",64
-22,1202499292,"(-122.0358,37.5611)",67
-22,1202499337,"(-122.0358,37.5612)",59
-22,1202499360,"(-122.0358,37.5611)",67
-22,1202499392,"(-122.0358,37.5612)",74
-22,1202499433,"(-122.0358,37.5611)",71
-22,1202499490,"(-122.0358,37.5611)",67
-22,1202499500,"(-122.0358,37.5611)",67
-22,1202499504,"(-122.0358,37.5612)",64
-22,1202499521,"(-122.0357,37.5612)",59
-22,1202499563,"(-122.0358,37.5611)",68
-22,1202499570,"(-122.0357,37.5612)",57
-22,1202499573,"(-122.0357,37.5612)",64
-22,1202499622,"(-122.0358,37.5612)",68
-22,1202499629,"(-122.0358,37.5612)",64
-22,1202499634,"(-122.0358,37.5611)",69
-22,1202499680,"(-122.0358,37.5611)",79
-22,1202499686,"(-122.0357,37.5612)",54
-22,1202499690,"(-122.0358,37.5611)",76
-22,1202499733,"(-122.0358,37.5612)",65
-22,1202499739,"(-122.0357,37.5612)",58
-22,1202499755,"(-122.0358,37.5612)",70
-22,1202499760,"(-122.0358,37.5611)",69
-22,1202499774,"(-122.0358,37.5611)",69
-22,1202499806,"(-122.0358,37.5611)",72
-22,1202499901,"(-122.0358,37.5611)",66
-22,1202499931,"(-122.0358,37.5611)",85
-22,1202499932,"(-122.0358,37.5611)",85
-22,1202499935,"(-122.0358,37.5611)",74
-22,1202499937,"(-122.0357,37.5612)",63
-22,1202499941,"(-122.0358,37.5611)",69
-22,1202499959,"(-122.0358,37.5611)",70
-22,1202500006,"(-122.0358,37.5611)",67
-22,1202500070,"(-122.0358,37.5611)",63
-22,1202500105,"(-122.0358,37.5612)",65
-22,1202500127,"(-122.0358,37.5611)",69
-22,1202500180,"(-122.0358,37.5612)",65
-22,1202500185,"(-122.0358,37.5611)",68
-22,1202500198,"(-122.0358,37.5611)",69
-22,1202500208,"(-122.0358,37.5611)",68
-22,1202500214,"(-122.0358,37.5612)",64
-22,1202500236,"(-122.0358,37.5611)",66
-22,1202500246,"(-122.0358,37.5612)",65
-22,1202500248,"(-122.0357,37.5612)",62
-22,1202500360,"(-122.0357,37.5612)",68
-22,1202500362,"(-122.0358,37.5611)",73
-22,1202500363,"(-122.0358,37.5611)",67
-22,1202500383,"(-122.0358,37.5611)",66
-22,1202500423,"(-122.0358,37.5611)",65
-22,1202500431,"(-122.0358,37.5611)",66
-22,1202500432,"(-122.0357,37.5612)",65
-22,1202500450,"(-122.0358,37.5612)",69
-22,1202500460,"(-122.0358,37.5612)",72
-22,1202500468,"(-122.0358,37.5611)",76
-22,1202500478,"(-122.0358,37.5611)",68
-22,1202500544,"(-122.0358,37.5611)",67
-22,1202500569,"(-122.0358,37.5611)",73
-22,1202500569,"(-122.0358,37.5611)",70
-22,1202500573,"(-122.0358,37.5611)",75
-22,1202500600,"(-122.0358,37.5612)",67
-22,1202500607,"(-122.0357,37.5612)",55
-22,1202500623,"(-122.0357,37.5612)",62
-22,1202500684,"(-122.0358,37.5612)",64
-22,1202500730,"(-122.0358,37.5612)",74
-22,1202500750,"(-122.0358,37.5611)",76
-22,1202500756,"(-122.0358,37.5612)",62
-22,1202500762,"(-122.0358,37.5612)",69
-22,1202500764,"(-122.0358,37.5611)",66
-22,1202500776,"(-122.0358,37.5611)",72
-22,1202500788,"(-122.0358,37.5611)",66
-22,1202500798,"(-122.0358,37.5612)",63
-22,1202500799,"(-122.0358,37.5612)",66
-22,1202500805,"(-122.0358,37.5611)",66
-22,1202500865,"(-122.0358,37.5611)",77
-22,1202500916,"(-122.0358,37.5611)",69
-22,1202500918,"(-122.0358,37.5611)",70
-22,1202500972,"(-122.0358,37.5611)",61
-22,1202500979,"(-122.0357,37.5612)",58
-22,1202501015,"(-122.0357,37.5612)",60
-22,1202501024,"(-122.0357,37.5612)",60
-22,1202501029,"(-122.0358,37.5612)",64
-22,1202501051,"(-122.0358,37.5612)",60
-22,1202501100,"(-122.0357,37.5612)",65
-22,1202501128,"(-122.0358,37.5611)",77
-22,1202501138,"(-122.0358,37.5612)",69
-22,1202501139,"(-122.0358,37.5611)",69
-22,1202501153,"(-122.0357,37.5612)",66
-22,1202501176,"(-122.0358,37.5611)",61
-22,1202501182,"(-122.0358,37.5612)",70
-22,1202501252,"(-122.0358,37.5612)",80
-22,1202501276,"(-122.0357,37.5612)",65
-22,1202501328,"(-122.0358,37.5611)",64
-22,1202501335,"(-122.0357,37.5612)",64
-22,1202501338,"(-122.0358,37.5612)",73
-22,1202501359,"(-122.0357,37.5612)",62
-22,1202501393,"(-122.0358,37.5611)",66
-22,1202501394,"(-122.0358,37.5611)",65
-22,1202501428,"(-122.0357,37.5612)",70
-22,1202501462,"(-122.0358,37.5612)",58
-22,1202501489,"(-122.0357,37.5612)",61
-22,1202501513,"(-122.0358,37.5611)",69
-22,1202501515,"(-122.0358,37.5612)",63
-22,1202501516,"(-122.0357,37.5612)",61
-22,1202501552,"(-122.0357,37.5612)",65
-22,1202501574,"(-122.0358,37.5611)",68
-22,1202501588,"(-122.0357,37.5612)",61
-22,1202501589,"(-122.0358,37.5611)",77
-22,1202501591,"(-122.0358,37.5611)",66
-22,1202501600,"(-122.0358,37.5611)",67
-22,1202501628,"(-122.0357,37.5612)",66
-22,1202501653,"(-122.0358,37.5612)",67
-22,1202501655,"(-122.0358,37.5611)",68
-22,1202501692,"(-122.0358,37.5612)",68
-22,1202501713,"(-122.0358,37.5611)",66
-22,1202501739,"(-122.0358,37.5611)",68
-22,1202501747,"(-122.0358,37.5612)",66
-22,1202501765,"(-122.0357,37.5612)",58
-22,1202501775,"(-122.0357,37.5612)",62
-22,1202501777,"(-122.0358,37.5611)",65
-22,1202501832,"(-122.0358,37.5611)",69
-22,1202501845,"(-122.0357,37.5612)",58
-22,1202501851,"(-122.0357,37.5612)",60
-22,1202501894,"(-122.0358,37.5612)",62
-22,1202501905,"(-122.0357,37.5612)",55
-22,1202501919,"(-122.0357,37.5612)",65
-22,1202501927,"(-122.0358,37.5612)",68
-22,1202501946,"(-122.0357,37.5612)",58
-22,1202501956,"(-122.0358,37.5611)",72
-22,1202501961,"(-122.0358,37.5611)",73
-22,1202501974,"(-122.0357,37.5612)",67
-22,1202501998,"(-122.0358,37.5612)",61
-22,1202502029,"(-122.0358,37.5612)",65
-22,1202502030,"(-122.0358,37.5611)",71
-22,1202502040,"(-122.0358,37.5611)",73
-22,1202502093,"(-122.0358,37.5612)",67
-22,1202502262,"(-122.0357,37.5612)",67
-22,1202502333,"(-122.0357,37.5612)",68
-22,1202502336,"(-122.0357,37.5612)",65
-22,1202502350,"(-122.0358,37.5611)",72
-22,1202502388,"(-122.0358,37.5611)",72
-22,1202502388,"(-122.0358,37.5612)",61
-22,1202502403,"(-122.0357,37.5612)",52
-22,1202502542,"(-122.0357,37.5612)",62
-22,1202502556,"(-122.0358,37.5612)",61
-22,1202502560,"(-122.0357,37.5612)",65
-22,1202502571,"(-122.0358,37.5612)",68
-22,1202502576,"(-122.0357,37.5612)",71
-22,1202502591,"(-122.0358,37.5612)",70
-22,1202502602,"(-122.0358,37.5611)",74
-22,1202502608,"(-122.0357,37.5612)",67
-22,1202502613,"(-122.0357,37.5612)",61
-22,1202502632,"(-122.0358,37.5611)",66
-22,1202502633,"(-122.0357,37.5612)",60
-22,1202502686,"(-122.0358,37.5611)",70
-22,1202502688,"(-122.0358,37.5611)",72
-22,1202502750,"(-122.0357,37.5612)",64
-22,1202502757,"(-122.0358,37.5611)",68
-22,1202502762,"(-122.0358,37.5611)",67
-22,1202502810,"(-122.0361,37.561)",63
-22,1202502813,"(-122.0358,37.5612)",68
-22,1202502829,"(-122.0358,37.5611)",63
-22,1202502831,"(-122.0358,37.5611)",65
-22,1202502948,"(-122.0357,37.5612)",65
-22,1202502963,"(-122.0358,37.5611)",69
-22,1202502974,"(-122.0357,37.5612)",58
-22,1202502987,"(-122.0358,37.5612)",73
-22,1202502993,"(-122.0358,37.5611)",71
-22,1202503147,"(-122.0361,37.5609)",65
-22,1202503155,"(-122.0357,37.5612)",64
-22,1202503157,"(-122.0358,37.5612)",72
-22,1202503162,"(-122.0357,37.5612)",70
-22,1202503167,"(-122.0357,37.5612)",65
-22,1202503214,"(-122.0357,37.5612)",66
-22,1202503215,"(-122.0358,37.5612)",75
-22,1202503246,"(-122.0357,37.5612)",66
-22,1202503249,"(-122.0358,37.5611)",68
-22,1202503262,"(-122.0358,37.5611)",68
-22,1202503298,"(-122.0358,37.5612)",75
-22,1202503308,"(-122.0358,37.5611)",67
-22,1202503315,"(-122.0357,37.5612)",64
-22,1202503374,"(-122.0358,37.5611)",75
-22,1202503378,"(-122.0358,37.5612)",63
-22,1202503381,"(-122.0358,37.5612)",64
-22,1202503387,"(-122.0358,37.5611)",71
-22,1202503395,"(-122.0357,37.5612)",65
-22,1202503408,"(-122.0358,37.5611)",68
-22,1202503409,"(-122.0357,37.5612)",65
-22,1202503420,"(-122.0357,37.5612)",63
-22,1202503436,"(-122.0358,37.5611)",76
-22,1202503438,"(-122.0358,37.5611)",69
-22,1202503493,"(-122.0358,37.5611)",73
-22,1202503621,"(-122.0358,37.5611)",69
-22,1202503635,"(-122.0357,37.5612)",69
-22,1202503641,"(-122.0358,37.5611)",71
-22,1202503732,"(-122.0357,37.5612)",64
-22,1202503732,"(-122.0358,37.5612)",62
-22,1202503786,"(-122.0358,37.5611)",69
-22,1202503837,"(-122.0358,37.5611)",74
-22,1202503848,"(-122.0358,37.5612)",70
-22,1202503868,"(-122.0358,37.5611)",75
-22,1202503883,"(-122.0358,37.5612)",62
-22,1202503931,"(-122.0358,37.5611)",71
-22,1202503937,"(-122.0358,37.5612)",61
-22,1202503937,"(-122.0358,37.5611)",72
-22,1202503985,"(-122.0358,37.5611)",63
-22,1202504005,"(-122.0358,37.5612)",68
-22,1202504015,"(-122.0359,37.5611)",78
-22,1202504022,"(-122.0357,37.5612)",64
-22,1202504032,"(-122.0358,37.5611)",78
-22,1202504036,"(-122.0358,37.5612)",66
-22,1202504052,"(-122.0358,37.5612)",63
-22,1202504064,"(-122.0358,37.5611)",70
-22,1202504072,"(-122.0358,37.5611)",71
-22,1202504089,"(-122.0358,37.5612)",70
-22,1202504095,"(-122.0357,37.5612)",68
-22,1202504104,"(-122.0358,37.5611)",76
-22,1202504120,"(-122.0358,37.5612)",70
-22,1202504145,"(-122.0358,37.5611)",75
-22,1202504166,"(-122.0358,37.5611)",72
-22,1202504177,"(-122.0358,37.5612)",62
-22,1202504201,"(-122.0357,37.5612)",68
-22,1202504206,"(-122.0358,37.5612)",72
-22,1202504227,"(-122.0358,37.5611)",67
-22,1202504248,"(-122.0357,37.5612)",60
-22,1202504290,"(-122.0358,37.5611)",66
-22,1202504368,"(-122.0358,37.5611)",68
-22,1202504371,"(-122.0358,37.5611)",70
-22,1202504443,"(-122.0357,37.5612)",61
-22,1202504445,"(-122.0358,37.5611)",70
-22,1202504453,"(-122.0357,37.5612)",65
-22,1202504483,"(-122.0358,37.5612)",68
-22,1202504495,"(-122.0358,37.5611)",78
-22,1202504519,"(-122.0358,37.5612)",63
-22,1202504527,"(-122.0358,37.5612)",63
-22,1202504564,"(-122.0358,37.5611)",67
-22,1202504569,"(-122.0358,37.5612)",70
-22,1202504591,"(-122.0358,37.5612)",67
-22,1202504638,"(-122.0358,37.5611)",65
-22,1202504647,"(-122.0358,37.5611)",71
-22,1202504657,"(-122.0358,37.5611)",70
-22,1202504662,"(-122.0357,37.5612)",57
-22,1202504685,"(-122.0358,37.5611)",74
-22,1202504685,"(-122.0358,37.5612)",66
-22,1202504690,"(-122.0358,37.5611)",69
-22,1202504697,"(-122.0357,37.5612)",69
-22,1202504710,"(-122.0358,37.5611)",72
-22,1202504712,"(-122.0358,37.5611)",66
-22,1202504717,"(-122.0357,37.5612)",72
-22,1202504765,"(-122.0358,37.5611)",71
-22,1202504770,"(-122.0358,37.5612)",81
-22,1202504772,"(-122.0358,37.5611)",73
-22,1202504854,"(-122.0357,37.5612)",61
-22,1202504861,"(-122.0358,37.5612)",66
-22,1202504866,"(-122.0358,37.5612)",63
-22,1202504872,"(-122.0358,37.5611)",68
-22,1202504942,"(-122.0358,37.5611)",69
-22,1202505007,"(-122.0358,37.5611)",72
-22,1202505013,"(-122.0358,37.5611)",77
-22,1202505019,"(-122.0358,37.5611)",77
-22,1202505043,"(-122.0358,37.5611)",70
-22,1202505045,"(-122.0357,37.5612)",64
-22,1202505079,"(-122.0358,37.5611)",70
-22,1202505079,"(-122.0358,37.5611)",71
-22,1202505080,"(-122.0358,37.5611)",79
-22,1202505084,"(-122.0358,37.5611)",70
-22,1202505091,"(-122.0358,37.5611)",70
-22,1202505121,"(-122.0358,37.5611)",83
-22,1202505134,"(-122.0358,37.5611)",72
-22,1202505179,"(-122.0357,37.5612)",56
-22,1202505252,"(-122.0357,37.5612)",58
-22,1202505256,"(-122.0358,37.5611)",71
-22,1202505276,"(-122.0358,37.5612)",69
-22,1202505283,"(-122.0358,37.5611)",69
-22,1202505288,"(-122.0358,37.5611)",72
-22,1202505299,"(-122.0358,37.5611)",66
-22,1202505339,"(-122.0358,37.5611)",76
-22,1202505357,"(-122.0358,37.5611)",71
-22,1202505398,"(-122.0358,37.5611)",69
-22,1202505407,"(-122.0358,37.5611)",68
-22,1202505428,"(-122.0357,37.5612)",76
-22,1202505481,"(-122.0358,37.5612)",63
-22,1202505504,"(-122.0358,37.5611)",66
-22,1202505595,"(-122.0358,37.5612)",65
-22,1202505620,"(-122.0358,37.5611)",70
-22,1202505623,"(-122.0358,37.5612)",63
-22,1202505676,"(-122.0358,37.5611)",68
-22,1202505746,"(-122.0358,37.5611)",72
-22,1202505748,"(-122.0358,37.5612)",69
-22,1202505751,"(-122.0358,37.5612)",64
-22,1202505769,"(-122.0358,37.5612)",72
-22,1202505779,"(-122.0357,37.5612)",56
-22,1202505793,"(-122.0357,37.5612)",57
